well,ingredient1,concentration1,unit1,ingredient2,...
E7,GFP Plasmid,1.0433819771733575,concentration,ATc,50.0,concentration,txtl_mm,0.75,fraction,water,0.1925,fraction
E8,GFP Plasmid,1.0433819771733575,concentration,ATc,60.0,concentration,txtl_mm,0.75,fraction,water,0.1825,fraction
E9,GFP Plasmid,1.0433819771733575,concentration,ATc,70.0,concentration,txtl_mm,0.75,fraction,water,0.1725,fraction
F10,GFP Plasmid,2.086763954346715,concentration,ATc,80.0,concentration,txtl_mm,0.75,fraction,water,0.155,fraction
F11,GFP Plasmid,2.086763954346715,concentration,ATc,90.0,concentration,txtl_mm,0.75,fraction,water,0.145,fraction
F2,GFP Plasmid,2.086763954346715,concentration,ATc,0.0,concentration,txtl_mm,0.75,fraction,water,0.235,fraction
F3,GFP Plasmid,2.086763954346715,concentration,ATc,10.0,concentration,txtl_mm,0.75,fraction,water,0.225,fraction
F4,GFP Plasmid,2.086763954346715,concentration,ATc,20.0,concentration,txtl_mm,0.75,fraction,water,0.215,fraction
F5,GFP Plasmid,2.086763954346715,concentration,ATc,30.0,concentration,txtl_mm,0.75,fraction,water,0.205,fraction
F6,GFP Plasmid,2.086763954346715,concentration,ATc,40.0,concentration,txtl_mm,0.75,fraction,water,0.195,fraction
F7,GFP Plasmid,2.086763954346715,concentration,ATc,50.0,concentration,txtl_mm,0.75,fraction,water,0.185,fraction
F8,GFP Plasmid,2.086763954346715,concentration,ATc,60.0,concentration,txtl_mm,0.75,fraction,water,0.175,fraction
F9,GFP Plasmid,2.086763954346715,concentration,ATc,70.0,concentration,txtl_mm,0.75,fraction,water,0.165,fraction
G10,GFP Plasmid,3.1301459315200724,concentration,ATc,80.0,concentration,txtl_mm,0.75,fraction,water,0.1475,fraction
G11,GFP Plasmid,3.1301459315200724,concentration,ATc,90.0,concentration,txtl_mm,0.75,fraction,water,0.1375,fraction
G2,GFP Plasmid,3.1301459315200724,concentration,ATc,0.0,concentration,txtl_mm,0.75,fraction,water,0.2275,fraction
G3,GFP Plasmid,3.1301459315200724,concentration,ATc,10.0,concentration,txtl_mm,0.75,fraction,water,0.2175,fraction
G4,GFP Plasmid,3.1301459315200724,concentration,ATc,20.0,concentration,txtl_mm,0.75,fraction,water,0.2075,fraction
G5,GFP Plasmid,3.1301459315200724,concentration,ATc,30.0,concentration,txtl_mm,0.75,fraction,water,0.1975,fraction
G6,GFP Plasmid,3.1301459315200724,concentration,ATc,40.0,concentration,txtl_mm,0.75,fraction,water,0.1875,fraction
G7,GFP Plasmid,3.1301459315200724,concentration,ATc,50.0,concentration,txtl_mm,0.75,fraction,water,0.1775,fraction
G8,GFP Plasmid,3.1301459315200724,concentration,ATc,60.0,concentration,txtl_mm,0.75,fraction,water,0.1675,fraction
G9,GFP Plasmid,3.1301459315200724,concentration,ATc,70.0,concentration,txtl_mm,0.75,fraction,water,0.1575,fraction
H10,GFP Plasmid,4.17352790869343,concentration,ATc,80.0,concentration,txtl_mm,0.75,fraction,water,0.14,fraction
H11,GFP Plasmid,4.17352790869343,concentration,ATc,90.0,concentration,txtl_mm,0.75,fraction,water,0.13,fraction
H2,GFP Plasmid,4.17352790869343,concentration,ATc,0.0,concentration,txtl_mm,0.75,fraction,water,0.22,fraction
H3,GFP Plasmid,4.17352790869343,concentration,ATc,10.0,concentration,txtl_mm,0.75,fraction,water,0.21,fraction
H4,GFP Plasmid,4.17352790869343,concentration,ATc,20.0,concentration,txtl_mm,0.75,fraction,water,0.2,fraction
H5,GFP Plasmid,4.17352790869343,concentration,ATc,30.0,concentration,txtl_mm,0.75,fraction,water,0.19,fraction
H6,GFP Plasmid,4.17352790869343,concentration,ATc,40.0,concentration,txtl_mm,0.75,fraction,water,0.18,fraction
H7,GFP Plasmid,4.17352790869343,concentration,ATc,50.0,concentration,txtl_mm,0.75,fraction,water,0.17,fraction
H8,GFP Plasmid,4.17352790869343,concentration,ATc,60.0,concentration,txtl_mm,0.75,fraction,water,0.16,fraction
H9,GFP Plasmid,4.17352790869343,concentration,ATc,70.0,concentration,txtl_mm,0.75,fraction,water,0.15,fraction
I10,GFP Plasmid,4.869115893475668,concentration,ATc,80.0,concentration,txtl_mm,0.75,fraction,water,0.135,fraction
I11,GFP Plasmid,4.869115893475668,concentration,ATc,90.0,concentration,txtl_mm,0.75,fraction,water,0.125,fraction
I2,GFP Plasmid,4.869115893475668,concentration,ATc,0.0,concentration,txtl_mm,0.75,fraction,water,0.215,fraction
I3,GFP Plasmid,4.869115893475668,concentration,ATc,10.0,concentration,txtl_mm,0.75,fraction,water,0.205,fraction
I4,GFP Plasmid,4.869115893475668,concentration,ATc,20.0,concentration,txtl_mm,0.75,fraction,water,0.195,fraction
I5,GFP Plasmid,4.869115893475668,concentration,ATc,30.0,concentration,txtl_mm,0.75,fraction,water,0.185,fraction
I6,GFP Plasmid,4.869115893475668,concentration,ATc,40.0,concentration,txtl_mm,0.75,fraction,water,0.175,fraction
I7,GFP Plasmid,4.869115893475668,concentration,ATc,50.0,concentration,txtl_mm,0.75,fraction,water,0.165,fraction
I8,GFP Plasmid,4.869115893475668,concentration,ATc,60.0,concentration,txtl_mm,0.75,fraction,water,0.155,fraction
I9,GFP Plasmid,4.869115893475668,concentration,ATc,70.0,concentration,txtl_mm,0.75,fraction,water,0.145,fraction
J2,txtl_mm,0.75,fraction,water,0.25,fraction
