Source Plate,Source Plate Type,Source Well,Sample ID,Destination Plate Name,Destination Well,Transfer Volume,Sample Comment
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,D5,3750,
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,D6,3750,
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,D7,3750,
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,E2,3750,
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,E3,3750,
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,E4,3750,
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,E5,3750,
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,E6,3750,
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,E7,3750,
Source[1],384_PP_AP_BP,A18,txtl_mm,Nunc_384_black_glassbottom,F2,0.0,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,F2,3750.0,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,F3,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,F4,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,F5,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,F6,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,F7,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,G2,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,G3,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,G4,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,G5,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,G6,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,G7,3750,
Source[1],384_PP_AP_BP,A19,txtl_mm,Nunc_384_black_glassbottom,H2,0.0,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,H2,3750.0,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,H3,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,H4,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,H5,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,H6,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,H7,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,I2,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,I3,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,I4,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,I5,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,I6,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,I7,3750,
Source[1],384_PP_AP_BP,A20,txtl_mm,Nunc_384_black_glassbottom,J2,0.0,
Source[1],384_PP_AP_BP,A21,txtl_mm,Nunc_384_black_glassbottom,J2,3750.0,
